,ID,Artist,Title,Image URL,Painting Info URL,Artist Info URL,name,artist,artist_1,artist_name,artist_name_1,content_id
1255,57726f0cedc2cb3880b945e5,Jean-Honore Fragonard,The Fountain of Love,https://uploads3.wikiart.org/images/jean-honore-fragonard/the-fountain-of-love.jpg,https://www.wikiart.org/en/jean-honore-fragonard/the-fountain-of-love-1785-1,https://www.wikiart.org/en/jean-honore-fragonard,the-fountain-of-love.jpg,jean-honore-fragonard,jean-honore-fragonard,jean-honore-fragonard,jean-honore-fragonard,192458
1271,57728496edc2cb3880fe6a67,Paul Klee,Temple Gardens,https://uploads8.wikiart.org/images/paul-klee/temple-gardens-1920.jpg,https://www.wikiart.org/en/paul-klee/temple-gardens-1920,https://www.wikiart.org/en/paul-klee,temple-gardens-1920.jpg,paul-klee,paul-klee,paul-klee,paul-klee,314825
1272,5772785aedc2cb3880d78401,Matthias Gr&#252;newald,Last Supper (Coburg Panel),https://uploads4.wikiart.org/images/matthias-grünewald/last-supper-coburg-panel.jpg,https://www.wikiart.org/en/matthias-grunewald/last-supper-coburg-panel-1500,https://www.wikiart.org/en/matthias-grunewald,last-supper-coburg-panel.jpg,matthias-grünewald,matthias-gr&#252;newald,matthias-grünewald,matthias-gr&#252;newald,246625
1281,5772850bedc2cb3880ffc327,Francisco Bayeu y Subias,La feliz uni&#243;n de Espa&#241;a y Parma impulsa las ciencias y las artes,https://uploads2.wikiart.org/images/francisco-bayeu-y-subias/la-feliz-uni-n-de-espa-a-y-parma-impulsa-las-ciencias-y-las-artes-1788.jpg,https://www.wikiart.org/en/francisco-bayeu-y-subias/la-feliz-uni-n-de-espa-a-y-parma-impulsa-las-ciencias-y-las-artes-1788,https://www.wikiart.org/en/francisco-bayeu-y-subias,la-feliz-uni-n-de-espa-a-y-parma-impulsa-las-ciencias-y-las-artes-1788.jpg,francisco-bayeu-y-subias,francisco-bayeu-y-subias,francisco-bayeu-y-subias,francisco-bayeu-y-subias,317379
1291,5991a373edc2c96e74e35d2a,Alice Bailly,Cemetery,https://uploads8.wikiart.org/00145/images/alice-bailly/display-image-22.jpg,https://www.wikiart.org/en/alice-bailly/cemetery-1913,https://www.wikiart.org/en/alice-bailly,display-image-22.jpg,alice-bailly,alice-bailly,alice-bailly,alice-bailly,9223372032559823024
1296,5772867bedc2cb388004473a,Henry Fuseli,"&#39;Macbeth&#39;, Act I, Scene 3, the Weird Sisters",https://uploads3.wikiart.org/images/henry-fuseli/macbeth-act-i-scene-3-the-weird-sisters-1783(1).jpg,https://www.wikiart.org/en/henry-fuseli/macbeth-act-i-scene-3-the-weird-sisters-1783,https://www.wikiart.org/en/henry-fuseli,macbeth-act-i-scene-3-the-weird-sisters-1783(1).jpg,henry-fuseli,henry-fuseli,henry-fuseli,henry-fuseli,325536
1297,57728372edc2cb3880faab56,Gerard Fromanger,Souffle de Mai,https://uploads6.wikiart.org/images/gerard-fromanger/souffle-de-mai-1968.jpg,https://www.wikiart.org/en/gerard-fromanger/souffle-de-mai-1968,https://www.wikiart.org/en/gerard-fromanger,souffle-de-mai-1968.jpg,gerard-fromanger,gerard-fromanger,gerard-fromanger,gerard-fromanger,308354
1299,577281c3edc2cb3880f59102,Max Pechstein,The Masked Woman,https://uploads5.wikiart.org/images/max-pechstein/the-masked-woman-1910.jpg,https://www.wikiart.org/en/max-pechstein/the-masked-woman-1910,https://www.wikiart.org/en/max-pechstein,the-masked-woman-1910.jpg,max-pechstein,max-pechstein,max-pechstein,max-pechstein,298780
1309,57728030edc2cb3880f07e00,Anne Truitt,A Wall for Apricots,https://uploads6.wikiart.org/images/anne-truitt/a-wall-for-apricots-1968.jpg,https://www.wikiart.org/en/anne-truitt/a-wall-for-apricots-1968,https://www.wikiart.org/en/anne-truitt,a-wall-for-apricots-1968.jpg,anne-truitt,anne-truitt,anne-truitt,anne-truitt,289679
1310,577286ddedc2cb3880058162,Pierre Roy,Int&#233;rieur (Entr&#233;e d&#39;un appartement Parisien),https://uploads5.wikiart.org/images/pierre-roy/int-rieur-entr-e-d-un-appartement-parisien.jpg,https://www.wikiart.org/en/pierre-roy/int-rieur-entr-e-d-un-appartement-parisien,https://www.wikiart.org/en/pierre-roy,int-rieur-entr-e-d-un-appartement-parisien.jpg,pierre-roy,pierre-roy,pierre-roy,pierre-roy,328134
1313,577286c8edc2cb3880056588,Victor Servranckx,Haven - Opus 2,https://uploads5.wikiart.org/images/victor-servranckx/haven-opus-2-1926.jpg,https://www.wikiart.org/en/victor-servranckx/haven-opus-2-1926,https://www.wikiart.org/en/victor-servranckx,haven-opus-2-1926.jpg,victor-servranckx,victor-servranckx,victor-servranckx,victor-servranckx,327238
1317,58d5bbc0edc2c9a0c4afd0ff,Nina Tokhtaman Valetova,Lethargic Dream,https://uploads6.wikiart.org/00125/images/nina-tokhtaman-valetova/lethargic-dream-59x80-cmxcm-2002.JPG,https://www.wikiart.org/en/nina-tokhtaman-valetova/lethargic-dream-2002,https://www.wikiart.org/en/nina-tokhtaman-valetova,lethargic-dream-59x80-cmxcm-2002.JPG,nina-tokhtaman-valetova,nina-tokhtaman-valetova,nina-tokhtaman-valetova,nina-tokhtaman-valetova,9223372032559813575
1321,57727680edc2cb3880d1d2d4,Paul Jenkins,Phenomena Amber Sight,https://uploads4.wikiart.org/images/paul-jenkins/phenomena-amber-sight.jpg,https://www.wikiart.org/en/paul-jenkins/phenomena-amber-sight,https://www.wikiart.org/en/paul-jenkins,phenomena-amber-sight.jpg,paul-jenkins,paul-jenkins,paul-jenkins,paul-jenkins,235731
1323,57727f04edc2cb3880ecceea,Gene Davis,Passion Flower,https://uploads3.wikiart.org/images/gene-davis/passion-flower-1968(1).jpg,https://www.wikiart.org/en/gene-davis/passion-flower-1968,https://www.wikiart.org/en/gene-davis,passion-flower-1968(1).jpg,gene-davis,gene-davis,gene-davis,gene-davis,283216
1328,57727015edc2cb3880bcea64,Francisco de Zurbaran,St. Francis Kneeling,https://uploads4.wikiart.org/images/francisco-zurbaran/st-francis-kneeling-1639.jpg,https://www.wikiart.org/en/francisco-de-zurbaran/st-francis-kneeling-1639,https://www.wikiart.org/en/francisco-de-zurbaran,st-francis-kneeling-1639.jpg,francisco-zurbaran,francisco-de-zurbaran,francisco-zurbaran,francisco-de-zurbaran,198673
1329,57728335edc2cb3880fa1775,Gosta Adrian-Nilsson,Komposition,https://uploads7.wikiart.org/images/gosta-adrian-nilsson/komposition-1917.jpg,https://www.wikiart.org/en/gosta-adrian-nilsson/komposition-1917,https://www.wikiart.org/en/gosta-adrian-nilsson,komposition-1917.jpg,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,307531
1332,577286ceedc2cb3880056edb,Victor Servranckx,Factory,https://uploads0.wikiart.org/images/victor-servranckx/factory-1920.jpg,https://www.wikiart.org/en/victor-servranckx/factory-1920,https://www.wikiart.org/en/victor-servranckx,factory-1920.jpg,victor-servranckx,victor-servranckx,victor-servranckx,victor-servranckx,327470
1333,5954fa31edc2c93644c38cdc,Joseph Anton Koch,the Death of Oscar (from the Poems of Ossian),https://uploads6.wikiart.org/00144/images/joseph-anton-koch/1804-koch-der-tod-des-oskar-anagoria.JPG,https://www.wikiart.org/en/joseph-anton-koch/the-death-of-oscar-from-the-poems-of-ossian-1804,https://www.wikiart.org/en/joseph-anton-koch,1804-koch-der-tod-des-oskar-anagoria.JPG,joseph-anton-koch,joseph-anton-koch,joseph-anton-koch,joseph-anton-koch,9223372032559821933
1334,57728649edc2cb388003a6e7,Anne-Louis Girodet,Chateaubriand Meditating on the Ruins of Rome,https://uploads6.wikiart.org/images/anne-louis-girodet/chateaubriand-meditating-on-the-ruins-of-rome-1808(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/chateaubriand-meditating-on-the-ruins-of-rome-1808,https://www.wikiart.org/en/anne-louis-girodet,chateaubriand-meditating-on-the-ruins-of-rome-1808(1).jpg,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,324411
1337,5772785dedc2cb3880d78769,Matthias Gr&#252;newald,The Temptation of St. Anthony (detail),https://uploads8.wikiart.org/images/matthias-grünewald/the-temptation-of-st-anthony-detail-1.jpg,https://www.wikiart.org/en/matthias-grunewald/the-temptation-of-st-anthony-detail-0,https://www.wikiart.org/en/matthias-grunewald,the-temptation-of-st-anthony-detail-1.jpg,matthias-grünewald,matthias-gr&#252;newald,matthias-grünewald,matthias-gr&#252;newald,246687
1339,59ca15eeedc2c92484219b9d,Ary Scheffer,"Charlotte Rothsch, Baroness Anselm De Rothschild",https://uploads0.wikiart.org/00151/images/ary-scheffer/charlotte-rothsch-baroness-anselm-de-rothschild-1828.jpg,https://www.wikiart.org/en/ary-scheffer/charlotte-rothsch-baroness-anselm-de-rothschild-1828,https://www.wikiart.org/en/ary-scheffer,charlotte-rothsch-baroness-anselm-de-rothschild-1828.jpg,ary-scheffer,ary-scheffer,ary-scheffer,ary-scheffer,9223372032559824002
1341,5772873aedc2cb388006bb8d,Robert Huot,Architectural Details with Shadows,https://uploads3.wikiart.org/images/robert-huot/architectural-details-with-shadows-1969.jpg,https://www.wikiart.org/en/robert-huot/architectural-details-with-shadows-1969,https://www.wikiart.org/en/robert-huot,architectural-details-with-shadows-1969.jpg,robert-huot,robert-huot,robert-huot,robert-huot,330876
1344,5a4cf41dedc2c900bcea5fc9,Robert Falk,Lisa in a Chair,https://uploads0.wikiart.org/00165/images/robert-falk/falk-lisa-in-a-chair-1910.jpg,https://www.wikiart.org/en/robert-falk/lisa-in-a-chair-1910,https://www.wikiart.org/en/robert-falk,falk-lisa-in-a-chair-1910.jpg,robert-falk,robert-falk,robert-falk,robert-falk,9223372032559826716
1347,5772848cedc2cb3880fe5c4f,Paul Bril,The Campo Vaccino with a Gypsy Woman Reading a Palm,https://uploads0.wikiart.org/images/paul-bril/the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603.jpg,https://www.wikiart.org/en/paul-bril/the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603,https://www.wikiart.org/en/paul-bril,the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603.jpg,paul-bril,paul-bril,paul-bril,paul-bril,314560
1351,577282ecedc2cb3880f94b68,Lourdes Castro,Sombra projectada de Andre Morain,https://uploads5.wikiart.org/images/lourdes-castro/sombra-projectada-de-andre-morain-1967.jpg,https://www.wikiart.org/en/lourdes-castro/sombra-projectada-de-andre-morain-1967,https://www.wikiart.org/en/lourdes-castro,sombra-projectada-de-andre-morain-1967.jpg,lourdes-castro,lourdes-castro,lourdes-castro,lourdes-castro,305630
1355,57728284edc2cb3880f80130,Antonio Dacosta,Melancolia,https://uploads1.wikiart.org/images/antonio-dacosta/melancolia-1942.jpg,https://www.wikiart.org/en/antonio-dacosta/melancolia-1942,https://www.wikiart.org/en/antonio-dacosta,melancolia-1942.jpg,antonio-dacosta,antonio-dacosta,antonio-dacosta,antonio-dacosta,303344
1356,577283cbedc2cb3880fbda59,Aaron Siskind,"Jerome, Arizona",https://uploads3.wikiart.org/images/aaron-siskind/jerome-arizona-1949.jpg,https://www.wikiart.org/en/aaron-siskind/jerome-arizona-1949,https://www.wikiart.org/en/aaron-siskind,jerome-arizona-1949.jpg,aaron-siskind,aaron-siskind,aaron-siskind,aaron-siskind,310309
1357,577280c1edc2cb3880f26075,Janos Mattis-Teutsch,Composition,https://uploads1.wikiart.org/images/janos-mattis-teutsch/composition-1920(2).jpg,https://www.wikiart.org/en/janos-mattis-teutsch/composition-1920-1,https://www.wikiart.org/en/janos-mattis-teutsch,composition-1920(2).jpg,janos-mattis-teutsch,janos-mattis-teutsch,janos-mattis-teutsch,janos-mattis-teutsch,292931
1358,57728571edc2cb3880010cd2,Brice Marden,Rodeo,https://uploads2.wikiart.org/images/brice-marden/rodeo-1971.jpg,https://www.wikiart.org/en/brice-marden/rodeo-1971,https://www.wikiart.org/en/brice-marden,rodeo-1971.jpg,brice-marden,brice-marden,brice-marden,brice-marden,319623
1360,577282c0edc2cb3880f8b370,Vajda Lajos,Gustave Fleury,https://uploads1.wikiart.org/images/vajda-lajos/gustave-fleury-1933.jpg,https://www.wikiart.org/en/vajda-lajos/gustave-fleury-1933,https://www.wikiart.org/en/vajda-lajos,gustave-fleury-1933.jpg,vajda-lajos,vajda-lajos,vajda-lajos,vajda-lajos,304733
1364,57727bc5edc2cb3880e257c5,Philip Guston,Head and Bottle,https://uploads2.wikiart.org/images/philip-guston/head-and-bottle(1).jpg,https://www.wikiart.org/en/philip-guston/head-and-bottle,https://www.wikiart.org/en/philip-guston,head-and-bottle(1).jpg,philip-guston,philip-guston,philip-guston,philip-guston,265000
1367,57726f2aedc2cb3880b9cf97,Michelangelo,David,https://uploads2.wikiart.org/images/michelangelo/david-1504.jpg,https://www.wikiart.org/en/michelangelo/david-1504,https://www.wikiart.org/en/michelangelo,david-1504.jpg,michelangelo,michelangelo,michelangelo,michelangelo,193121
1368,57728353edc2cb3880fa905e,Walter Battiss,Fisherman,https://uploads8.wikiart.org/images/walter-battiss/fisherman-1972.jpg,https://www.wikiart.org/en/walter-battiss/fisherman-1972,https://www.wikiart.org/en/walter-battiss,fisherman-1972.jpg,walter-battiss,walter-battiss,walter-battiss,walter-battiss,307875
1370,5772845bedc2cb3880fdb99f,Rene Duvillier,Untitled,https://uploads1.wikiart.org/images/rene-duvillier/untitled-1986(1).jpg,https://www.wikiart.org/en/rene-duvillier/untitled-1986,https://www.wikiart.org/en/rene-duvillier,untitled-1986(1).jpg,rene-duvillier,rene-duvillier,rene-duvillier,rene-duvillier,313464
1371,577272f4edc2cb3880c6cf4d,Peter Paul Rubens,Massacre of the Innocents,https://uploads4.wikiart.org/images/peter-paul-rubens/massacre-of-the-innocents.jpg,https://www.wikiart.org/en/peter-paul-rubens/massacre-of-the-innocents,https://www.wikiart.org/en/peter-paul-rubens,massacre-of-the-innocents.jpg,peter-paul-rubens,peter-paul-rubens,peter-paul-rubens,peter-paul-rubens,9223372032559829149
1380,577286a1edc2cb388004d63b,Antonio Donghi,Before the Singing,https://uploads8.wikiart.org/images/antonio-donghi/before-the-singing-1930.jpg,https://www.wikiart.org/en/antonio-donghi/before-the-singing-1930,https://www.wikiart.org/en/antonio-donghi,before-the-singing-1930.jpg,antonio-donghi,antonio-donghi,antonio-donghi,antonio-donghi,326346
1382,57726e50edc2cb3880b6a7d0,Rogier van der Weyden,Portrait of a Lady,https://uploads0.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-lady-1460(1).jpg,https://www.wikiart.org/en/rogier-van-der-weyden/portrait-of-a-lady-1460,https://www.wikiart.org/en/rogier-van-der-weyden,portrait-of-a-lady-1460(1).jpg,rogier-van-der-weyden,rogier-van-der-weyden,rogier-van-der-weyden,rogier-van-der-weyden,187318
1383,57728595edc2cb38800194bc,Leon Arthur Tutundjian,Composition cellulaire au cercle rouge,https://uploads3.wikiart.org/images/leon-arthur-tutundjian/composition-cellulaire-au-cercle-rouge-1927(1).jpg,https://www.wikiart.org/en/leon-arthur-tutundjian/composition-cellulaire-au-cercle-rouge-1927,https://www.wikiart.org/en/leon-arthur-tutundjian,composition-cellulaire-au-cercle-rouge-1927(1).jpg,leon-arthur-tutundjian,leon-arthur-tutundjian,leon-arthur-tutundjian,leon-arthur-tutundjian,320246
1399,577286ceedc2cb3880056e67,Johann Georg Pinzel,Saint Onuphrius,https://uploads1.wikiart.org/images/johann-georg-pinzel/saint-onuphrius-1761.jpg,https://www.wikiart.org/en/johann-georg-pinzel/saint-onuphrius-1761,https://www.wikiart.org/en/johann-georg-pinzel,saint-onuphrius-1761.jpg,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,327461
1406,57726e92edc2cb3880b76d02,Amedeo Modigliani,Portrait of Maude Abrantes,https://uploads4.wikiart.org/images/amedeo-modigliani/portrait-of-maude-abrantes-1907(1).jpg,https://www.wikiart.org/en/amedeo-modigliani/portrait-of-maude-abrantes-1907,https://www.wikiart.org/en/amedeo-modigliani,portrait-of-maude-abrantes-1907(1).jpg,amedeo-modigliani,amedeo-modigliani,amedeo-modigliani,amedeo-modigliani,189672
1409,57726eceedc2cb3880b885df,Paul Gauguin,Spirit of the Dead Watching,https://uploads0.wikiart.org/images/paul-gauguin/the-spirit-of-the-dead-watches-1892.jpg,https://www.wikiart.org/en/paul-gauguin/spirit-of-the-dead-watching-1892-1,https://www.wikiart.org/en/paul-gauguin,the-spirit-of-the-dead-watches-1892.jpg,paul-gauguin,paul-gauguin,paul-gauguin,paul-gauguin,190884
1410,577283f7edc2cb3880fc748b,Ellsworth Kelly,Blue on White,https://uploads4.wikiart.org/images/ellsworth-kelly/blue-on-white-1961.jpg,https://www.wikiart.org/en/ellsworth-kelly/blue-on-white-1961,https://www.wikiart.org/en/ellsworth-kelly,blue-on-white-1961.jpg,ellsworth-kelly,ellsworth-kelly,ellsworth-kelly,ellsworth-kelly,311258
1411,577274e9edc2cb3880cce87f,Joan Miro,Maternity,https://uploads7.wikiart.org/images/joan-miro/maternity.jpg,https://www.wikiart.org/en/joan-miro/maternity,https://www.wikiart.org/en/joan-miro,maternity.jpg,joan-miro,joan-miro,joan-miro,joan-miro,227920
1412,57a2eedaedc2c92150bf041e,John Gibson,The Tinted Venus (detail),https://uploads3.wikiart.org/images/john-gibson/the-tinted-venus-detail-1862-5.jpg,https://www.wikiart.org/en/john-gibson/the-tinted-venus-detail-1862-5,https://www.wikiart.org/en/john-gibson,the-tinted-venus-detail-1862-5.jpg,john-gibson,john-gibson,john-gibson,john-gibson,378317
1425,59bfd052edc2c9554cdc877b,Alice Bailly,Self-portrait,https://uploads6.wikiart.org/00150/images/alice-bailly/bailly-self-portrait-1.jpg,https://www.wikiart.org/en/alice-bailly/self-portrait-1917,https://www.wikiart.org/en/alice-bailly,bailly-self-portrait-1.jpg,alice-bailly,alice-bailly,alice-bailly,alice-bailly,9223372032559823833
1426,5772883eedc2cb388009e46f,David Hare,VVV Portfolio,https://uploads8.wikiart.org/images/david-hare/vvv-portfolio-1942.jpg,https://www.wikiart.org/en/david-hare/vvv-portfolio-1942,https://www.wikiart.org/en/david-hare,vvv-portfolio-1942.jpg,david-hare,david-hare,david-hare,david-hare,337417
1429,57728661edc2cb3880041fa1,Charlotte Posenenske,Bretagne,https://uploads0.wikiart.org/images/charlotte-posenenske/bretagne-1960-1(1).jpg,https://www.wikiart.org/en/charlotte-posenenske/bretagne-1960-1,https://www.wikiart.org/en/charlotte-posenenske,bretagne-1960-1(1).jpg,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,324781
1434,577281f6edc2cb3880f6264b,Auguste Herbin,Still Life,https://uploads0.wikiart.org/images/auguste-herbin/still-life-1920.jpg,https://www.wikiart.org/en/auguste-herbin/still-life-1920,https://www.wikiart.org/en/auguste-herbin,still-life-1920.jpg,auguste-herbin,auguste-herbin,auguste-herbin,auguste-herbin,300084
1435,57728562edc2cb388000f52a,Antonio Canova,The Three Graces,https://uploads6.wikiart.org/images/antonio-canova/the-three-graces-1817.jpg,https://www.wikiart.org/en/antonio-canova/the-three-graces-1817,https://www.wikiart.org/en/antonio-canova,the-three-graces-1817.jpg,antonio-canova,antonio-canova,antonio-canova,antonio-canova,319201
1436,577272feedc2cb3880c738f3,Peter Paul Rubens,Samson and Delilah,https://uploads6.wikiart.org/images/peter-paul-rubens/samson-and-delilah.jpg,https://www.wikiart.org/en/peter-paul-rubens/samson-and-delilah,https://www.wikiart.org/en/peter-paul-rubens,samson-and-delilah.jpg,peter-paul-rubens,peter-paul-rubens,peter-paul-rubens,peter-paul-rubens,9223372032559829424
1438,57727d39edc2cb3880e71c6c,Konrad Witz,The Synagoge,https://uploads3.wikiart.org/images/konrad-witz/the-synagoge.jpg,https://www.wikiart.org/en/konrad-witz/the-synagoge,https://www.wikiart.org/en/konrad-witz,the-synagoge.jpg,konrad-witz,konrad-witz,konrad-witz,konrad-witz,273141
1439,5772864fedc2cb388003af25,Edward Wadsworth,Bronze Ballet,https://uploads8.wikiart.org/images/edward-wadsworth/bronze-ballet-1940(1).jpg,https://www.wikiart.org/en/edward-wadsworth/bronze-ballet-1940,https://www.wikiart.org/en/edward-wadsworth,bronze-ballet-1940(1).jpg,edward-wadsworth,edward-wadsworth,edward-wadsworth,edward-wadsworth,324564
1445,577289e5edc2cb38800f30cf,Eric Ravilious,Dangerous work at low tide,https://uploads5.wikiart.org/images/eric-ravilious/dangerous-work-at-low-tide(3).jpg,https://www.wikiart.org/en/eric-ravilious/dangerous-work-at-low-tide,https://www.wikiart.org/en/eric-ravilious,dangerous-work-at-low-tide(3).jpg,eric-ravilious,eric-ravilious,eric-ravilious,eric-ravilious,361223
1447,57727ee7edc2cb3880ec4fe8,Giacomo Quarenghi,View of Saint Michael&#39;s Palace,https://uploads5.wikiart.org/images/giacomo-quarenghi/view-of-saint-michael-s-palace-1801.jpg,https://www.wikiart.org/en/giacomo-quarenghi/view-of-saint-michael-s-palace-1801,https://www.wikiart.org/en/giacomo-quarenghi,view-of-saint-michael-s-palace-1801.jpg,giacomo-quarenghi,giacomo-quarenghi,giacomo-quarenghi,giacomo-quarenghi,282784
